song name,artist,genre,year,song name (bengali),,,,,,,,,,
Chol Tushu Chol Melate,Swapna Chakraborty,Lokogeeti,2019,??? ???? ??? ??????,,,,,,,,,,
Shesh Koro Na,Runa Laila,Lokogeeti,1982,??? ???? ??,,,,,,,,,,
Borne Gondhe,Rishi Panda,Lokogeeti,2021,????? ??????,,,,,,,,,,
Darun Pirite Amar,Usha Uthup,Lokogeeti,2019,????? ?????? ????,,,,,,,,,,
Sujan Re,Nirmalendu Chowdhury,Lokogeeti,2006,???? ??,,,,,,,,,,
Mori Hay Re Hay,Nirmalendu Chowdhury,Lokogeeti,2006,??? ?????? ?? ??????,,,,,,,,,,
Na Janiya Na Shuniya,Nirmalendu Chowdhury,Lokogeeti,2006,?? ??????? ?? ???????,,,,,,,,,,
Mana Kori O Nohori,Usha Uthup,Lokogeeti,2019,?? ??? ?? ??????,,,,,,,,,,
Gopi Bahir Hoiya Jai,Usha Uthup,Lokogeeti,2019,???? ????? ?????? ????,,,,,,,,,,
Tomar Jonno,Arnob,Lokogeeti,2017,???? ???,,,,,,,,,,
Hai Re Poboner Ghora,Usha Uthup,Lokogeeti,2019,?????? ?? ????? ????,,,,,,,,,,
Aar Chokhe Tui Omni Kore ,Swapna Chakraborty,Lokogeeti,2019,?? ???? ???? ???? ????,,,,,,,,,,
Shaltole Bela Dubilo,Usha Uthup,Lokogeeti,2019,??????? ???? ??????,,,,,,,,,,
Ei Je Deho Bari,Usha Uthup,Lokogeeti,2019,?? ?? ???? ????,,,,,,,,,,
O Amar Sokhi Go,Swapna Chakraborty,Lokogeeti,2019,?? ???? ??? ??,,,,,,,,,,
Jhiri Jhrir Brishti elo,Swapna Chakraborty,Lokogeeti,2019,???? ????? ?????? ???,,,,,,,,,,
Kosto Kore Sajai Koto,Swapna Chakraborty,Lokogeeti,2019,????? ???? ????? ????,,,,,,,,,,
Shyam Er Banshi Bajilo Chol,Swapna Chakraborty,Lokogeeti,2019,????? ?? ???? ?????? ???,,,,,,,,,,
Sokhi tui Morlire Mon,Swapna Chakraborty,Lokogeeti,2019,??? ??? ??????? ??,,,,,,,,,,
Hay Re Smriti Baro Jwalamoy,Runa Laila,Lokogeeti,1982,?? ?? ?????? ???? ?????????,,,,,,,,,,
Milon Hobe Koto Dine,The Folk Diaryz,folk ,2023,???? ??? ???? ????,,,,,,,,,,
O Shib Nacho Re,The Folk Diaryz,folk ,2021,?? ??? ???? ??,,,,,,,,,,
Gaane Bondhu Re Daaki,The Folk Diaryz,folk ,2021,???? ????? ?? ????,,,,,,,,,,
Age Ki Sundor Din Kataitam,The Folk Diaryz,folk ,2020,???? ?? ?????? ??? ????????,,,,,,,,,,
Thakile Dobakhana,The Folk Diaryz,folk ,2020,?????? ????????,,,,,,,,,,
Sohoj Manush,The Folk Diaryz,folk ,2020,???? ?????,,,,,,,,,,
Piriti Koraise Dewana,The Folk Diaryz,folk ,2020,?????? ?????? ????????,,,,,,,,,,
Gari Chole Na,The Folk Diaryz,folk ,2020,???? ???? ??,,,,,,,,,,
Ban Me Sovela & Chal Mini Assam Jabo,The Folk Diaryz,folk ,2020, ????? ?? ??????   ?? ???? ???? ????,,,,,,,,,,
Bondhutto,The Folk Diaryz,folk ,2020,?????????,,,,,,,,,,
Rongila Re- Tui Ami Ar Rupkotha,The Folk Diaryz,folk ,2020,??????? ??- ??? ??? ?? ??????,,,,,,,,,,
Cha Baganer Gaan,The Folk Diaryz,folk ,2021,?? ??????? ???,,,,,,,,,,
Bokul Ful,The Folk Diaryz,folk ,2021,???? ???,,,,,,,,,,
Nizamuddin auliya,The Folk Diaryz,folk ,2021,??????????? ???????,,,,,,,,,,
Khepa Shib,The Folk Diaryz,folk ,2021,???? ???,,,,,,,,,,
Pal Tule De,The Folk Diaryz,folk ,2021,??? ???? ??,,,,,,,,,,
Bhromora,The Folk Diaryz,folk ,2021,???????,,,,,,,,,,
Golemele Pirit Korona,The Folk Diaryz,folk ,2021,??????? ????? ?????,,,,,,,,,,
Dube Dakh Dakhi Mon,The Folk Diaryz,folk ,2021,???? ?? ?? ???? ??,,,,,,,,,,
Agun Lagaiya Dilo Kone,The Folk Diaryz,folk ,2021,???? ???????? ??? ????,,,,,,,,,,
Lal Paharir Deshe ja,Bhoomi,folk ,2018,??? ???????? ???? ??,,,,,,,,,,
Barandaye Roddur,Bhoomi,folk ,2018,?????????? ???????,,,,,,,,,,
Tori baore,Bhoomi,folk ,2018,???? ?????,,,,,,,,,,
Pocha kaka,Bhoomi,folk ,2018,???? ????,,,,,,,,,,
Dena Go Dena Go,Bhoomi,folk ,2018,???? ?? ???? ??,,,,,,,,,,
Kam Sarse,Bhoomi,folk ,2018,??? ????,,,,,,,,,,
Kande Shudhu Mon,Bhoomi,folk ,2018,?????? ???? ??,,,,,,,,,,
Pagol Mon,Bhoomi,folk ,2018,?????? ??,,,,,,,,,,
Maa,Bhoomi,folk ,2018,??,,,,,,,,,,
Fagunero Mohonay,Surojit Chatterjee,folk ,2016,??????? ??????,,,,,,,,,,
Menoka Mathay Dilo Ghumta,Surojit Chatterjee,folk ,2016,?????? ?????? ???? ?????,,,,,,,,,,
Modhur Modhur Chaouni,Surojit Chatterjee,folk ,2016,???? ???? ?????,,,,,,,,,,
Gari Signal Mane Na,Surojit Chatterjee,folk ,2016,???? ???????? ???? ??,,,,,,,,,,
Jemon Beni Temni Robe,Surojit Chatterjee,folk ,2015,???? ???? ????? ???,,,,,,,,,,
Kanai Ho,Surojit Chatterjee,folk ,2015,????? ??,,,,,,,,,,
Chor Dhukechhe Ghore,Surojit Chatterjee,folk ,2015,??? ?????? ????,,,,,,,,,,
Kishoreganje Mashir Bari,Surojit Chatterjee,folk ,2015,??????????? ???? ?????,,,,,,,,,,
Chirol Chirol Tentul Pata,Surojit Chatterjee,folk ,2015,????? ????? ?????? ????,,,,,,,,,,
Pranobondhero Barite,Surojit Chatterjee,folk ,2015,??????????? ??????,,,,,,,,,,
Akashta Kanpchilo Kyan,Surojit Chatterjee,folk ,2015,????? ???????? ?????,,,,,,,,,,
Kon rupnagore,Surojit Chatterjee,folk ,2015,??? ??????,,,,,,,,,,
O Rani,Surojit Chatterjee,folk ,2015,?? ????,,,,,,,,,,
Aami dandike roi na,Surojit Chatterjee,folk ,2015,??? ???????? ?? ??,,,,,,,,,,
Chupichupi Tumi,Surojit Chatterjee,folk ,2015,???????? ????,,,,,,,,,,
ghuri,Surojit Chatterjee,folk ,2015,????,,,,,,,,,,
Tumi Radhe,Surojit Chatterjee,folk ,2015,???? ????,,,,,,,,,,
Halka Sonali,Surojit Chatterjee,folk ,2015,????? ??????,,,,,,,,,,
Tepantorer Rakhal Chele,Surojit Chatterjee,folk ,2015,?????????? ????? ????,,,,,,,,,,
Dekha Hobe Bandhu,Surojit Chatterjee,folk ,2015,???? ?? ??????,,,,,,,,,,
Tomay Hridmajahre rakhbo,Laxmandas Baul,folk ,2015,???? ???????? ?????,,,,,,,,,,
AamarMontake Boli,Laxmandas Baul,folk ,2015,???? ?? ????? ???,,,,,,,,,,
Moner Moton Pagol Pelam Na,Laxmandas Baul,folk ,2015,???? ??? ???? ????? ??,,,,,,,,,,
Biswasbabu Gyachen mara,Laxmandas Baul,folk ,2015,??????????? ??????? ????,,,,,,,,,,
Bahber GhareChuri Korle Cholbe Na,Laxmandas Baul,folk ,2015,?????? ??? ????? ????? ????? ??,,,,,,,,,,
Modinay elen mohammad,Laxmandas Baul,folk ,2015,???????? ???? ????????,,,,,,,,,,
shon boli pagaler chyala,Laxmandas Baul,folk ,2015,??? ??? ?????? ??????,,,,,,,,,,
Tomay Musalmane Bale Allah,Laxmandas Baul,folk ,2015,?????? ???????? ???? ??????,,,,,,,,,,
Bhalobasa Makorshar jal,Laxmandas Baul,folk ,2015,???????? ????? ??,,,,,,,,,,
Dekhechhi roopsagare moner manush,Laxmandas Baul,folk ,2015,?????? ???????? ???? ?????,,,,,,,,,,
Ore haar mor jwoliya gelo,Gostho Gopal Das,folk ,1994,??? ??? ??? ???????? ????,,,,,,,,,,
Thakur Jamai,Swapna Chakraborty,folk ,1994,????? ?????,,,,,,,,,,
Je jon premer bhav jane na,Runa Laila,folk ,1994,?? ?? ??????? ??? ???? ??,,,,,,,,,,
Sadhu sango bhalo sango,Purna Das Baul,folk ,2022,???? ?????? ???? ??????,,,,,,,,,,
amar bichar tumi koro,Purna Das Baul,folk ,2022,??? ????? ???? ???,,,,,,,,,,
Bhalo kore porna iskule,Purna Das Baul,folk ,2022,???? ???? ???? ???????,,,,,,,,,,
Bhola mon ti amar,Purna Das Baul,folk ,2022,???? ?? ?? ????,,,,,,,,,,
dur kore de moner moila,Purna Das Baul,folk ,2022,??? ???? ??? ????? ????,,,,,,,,,,
Guru tomar kache tomar pashe thakbo ki kore,Purna Das Baul,folk ,2022,???? ????? ??? ???? ????? ???? ????? ?? ????,,,,,,,,,,
Hori bolo hori bolo,Purna Das Baul,folk ,2022,???? ???? ???? ????,,,,,,,,,,
Krishna Bole Kande Koy Jona,Purna Das Baul,folk ,2022,????? ???? ?????? ??? ????,,,,,,,,,,
Mon moyna buli dhorena,Purna Das Baul,folk ,2022,?? ???? ???? ??????,,,,,,,,,,
Moner holo motu monda,Purna Das Baul,folk ,2022,???? ??? ???? ?????,,,,,,,,,,
Nodi Bhora Dheu,Purna Das Baul,folk ,2022,???? ???? ???,,,,,,,,,,
Prem Kora Shoi,Purna Das Baul,folk ,2022,????? ???? ???,,,,,,,,,,
Baul Baul,Purna Das Baul,folk ,2021,???? ????,,,,,,,,,,
Prem Karona,Purna Das Baul,folk ,2021,????? ?????,,,,,,,,,,
Tin Garbhe,Purna Das Baul,folk ,2021,????? ?????,,,,,,,,,,
aare O Prannath,Purna Das Baul,folk ,2021,??? ?? ????????,,,,,,,,,,
Bhalo Kore Padga,Purna Das Baul,folk ,2021,??? ???? ?????,,,,,,,,,,
Gole male pirit,Purna Das Baul,folk ,2021,???? ????? ?????,,,,,,,,,,
Aay go Aay,Purna Das Baul,folk ,2021,?????? ?? ??????,,,,,,,,,,
Natun Raja Hey,Purna Das Baul,folk ,2021,???? ???? ??,,,,,,,,,,
Hari ki diye,Purna Das Baul,folk ,2021,??? ?? ?????,,,,,,,,,,
Sadh Kore Ki,Purna Das Baul,folk ,2021,??? ???? ??,,,,,,,,,,
Kemon Kore Bolbi Hori,Purna Das Baul,folk ,2021,???? ???? ???? ????,,,,,,,,,,
Ke Banale Emon ghar,Purna Das Baul,folk ,2020,?? ???? ??? ??,,,,,,,,,,
Je jan premer bhab jane na,Purna Das Baul,folk ,2020,?? ??? ??????? ??? ???? ??,,,,,,,,,,
Manush Bhajo Manusheyi Pujo,Purna Das Baul,folk ,2020,????? ??? ??????? ????,,,,,,,,,,
Khanchar Bhitar Achin Pakhi,Amar Pal,folk ,2020,????? ???? ???? ????,,,,,,,,,,
Ami Kothay Pabo Tare,Amar Pal,folk ,2020,??? ????? ???? ????,,,,,,,,,,
Sob Loke Koy,Amar Pal,folk ,2020,??? ???? ???,,,,,,,,,,
Dine Dine Holo Amar,Amar Pal,folk ,2020,??? ??? ???? ????,,,,,,,,,,
Sob E Bole Lalan,Amar Pal,folk ,2020,??? ? ???? ????,,,,,,,,,,
O Mon Ansaar Maya,Amar Pal,folk ,2020,?? ?? ????? ?????,,,,,,,,,,
Bhakter Dware,Amar Pal,folk ,2020,?????? ??????,,,,,,,,,,
Sadher Din To Boy,Amar Pal,folk ,2020,????? ??? ?? ??,,,,,,,,,,
Aakhereroi Kaam karo,Amar Pal,folk ,2020,??????? ??? ???,,,,,,,,,,
Golemale golemale Pirit koro na,Purna Das Baul,folk ,2020,??????? ??????? ????? ???? ??,,,,,,,,,,
Prem Kora Ki jwala,Purna Das Baul,folk ,2020,????? ???? ?? ??????,,,,,,,,,,
Sakhi Jamunay Jal Annte Giye,Purna Das Baul,folk ,2020,??? ??????? ?? ???? ?????,,,,,,,,,,
Chharo Chhao Tirbhaanga Kala,Purna Das Baul,folk ,2020,???? ??? ????????? ????,,,,,,,,,,
Kise Radhar Mon Mojechhhe,Purna Das Baul,folk ,2020,???? ????? ?? ??????,,,,,,,,,,
Aayre Aay Praner Subal,Purna Das Baul,folk ,2020,????? ???? ??????? ????,,,,,,,,,,
Shono Go Ayan Dada,Purna Das Baul,folk ,2020,???? ?? ???? ????,,,,,,,,,,
Emon Mon Byabsa,Purna Das Baul,folk ,2020,??? ?? ???????,,,,,,,,,,
Bhola Mon Bhalo Kore Parga Iahkule,Purna Das Baul,folk ,2020,???? ?? ???? ???? ???? ???????,,,,,,,,,,
Prem Koro Na Duijana,Purna Das Baul,folk ,2020,????? ??? ?? ???????,,,,,,,,,,
Prem kathati shunte bhalo,Purna Das Baul,folk ,2020,????? ????? ?????? ????,,,,,,,,,,
Mon fakira moner katha,Purna Das Baul,folk ,2020,?? ????? ???? ???,,,,,,,,,,
Jodi Premnande Jabi,Purna Das Baul,folk ,2020,????? ??????????? ????,,,,,,,,,,
Majhigiri Jani Bhalo,Purna Das Baul,folk ,2020,???????? ???? ????,,,,,,,,,,
Prem kara sakale jane na,Purna Das Baul,folk ,2020,????? ???? ????? ???? ??,,,,,,,,,,
Jodi mone korte paro,Purna Das Baul,folk ,2020,????? ??? ???? ????,,,,,,,,,,
Sesher dine se jan bine,Purna Das Baul,folk ,2020,????? ??? ?? ??? ????,,,,,,,,,,
Manushe Ki Aachhe,Purna Das Baul,folk ,2020,?????? ?? ???,,,,,,,,,,
Guru Aamar Moner Moyla Jabe Kemone,Purna Das Baul,folk ,2020,???? ???? ???? ????? ??? ??????,,,,,,,,,,
Kalo Biraltake Poshe,Purna Das Baul,folk ,2020,???? ???????? ????,,,,,,,,,,
Eto Lok Preiye Gelo,Purna Das Baul,folk ,2020,??? ??? ???????? ????,,,,,,,,,,
Gonsai ebar parechhi bipade,Purna Das Baul,folk ,2020,?????? ??? ????? ?????,,,,,,,,,,
Tora aay ke jabire,Purna Das Baul,folk ,2020,???? ??? ?? ??????,,,,,,,,,,
Likhite Sikhite,Purna Das Baul,folk ,2020,?????? ?????,,,,,,,,,,
Esechho Boshechho Bhabe,Purna Das Baul,folk ,2020,????? ?????? ???,,,,,,,,,,
Premmad Korechhen Shreechari,Purna Das Baul,folk ,2020,??????? ??????? ????????,,,,,,,,,,
Chintaram Darogababu,Purna Das Baul,folk ,2020,????????? ??????????,,,,,,,,,,
Ohe Ram Raghubar,Purna Das Baul,folk ,2020,??? ??? ?????,,,,,,,,,,
Amar Ei Rudhir Dhara,Purna Das Baul,folk ,2020,???? ?? ????? ????,,,,,,,,,,
Aaygo Aay Shunbi Jodi,Purna Das Baul,folk ,2020,????? ??? ????? ?????,,,,,,,,,,
Ganga Barak Surma Nodir,Purna Das Baul,folk ,2019,????? ??? ????? ????,,,,,,,,,,
Amar Baul Ganer Ektara,Goutam,folk ,2019,???? ???? ????? ??????,,,,,,,,,,
Sarat Asilo,Sarbani,folk ,2019,??? ?????,,,,,,,,,,
Sur Dhwanir Kinaray,Goutam,folk ,2019,??? ???????? ??????,,,,,,,,,,
Oi Pare Kamranga,Sarbani,folk ,2019,?? ???? ?????????,,,,,,,,,,
Sitli Poa,Goutam,folk ,2019,????? ?????,,,,,,,,,,
Matir Ppinjirar Majhe,Goutam,folk ,2019,????? ????????? ????,,,,,,,,,,
Gharer Chhabi,Purna Das Baul,folk ,2015,???? ????,,,,,,,,,,
Saadher Khancha,Purna Das Baul,folk ,2015,????? ??????,,,,,,,,,,
Amaar Ghar Khana,Purna Das Baul,folk ,2015,???? ?? ????,,,,,,,,,,
Prem Kore Ki Sukh,Purna Das Baul,folk ,2015,????? ???? ?? ???,,,,,,,,,,
Shubro Aashone Birajo,Ajoy Chakraborty,folk ,2015,????? ????? ?????,,,,,,,,,,
Aaji E Gandho Bidhuro Samirane,Ajoy Chakraborty,folk ,2015,??? ? ?????? ?????? ??????,,,,,,,,,,
Eki Labonne Purno Prane,Ajoy Chakraborty,folk ,2015,??? ????? ????? ??????,,,,,,,,,,
Jagote Aanondo Jogge,Ajoy Chakraborty,folk ,2015,?????? ????? ????,,,,,,,,,,
Aami Ek Pagol Baul,Purna Das Baul,folk ,1999,??? ?? ????? ????,,,,,,,,,,
Palare Palare Raban,Purna Das Baul,folk ,1999,?????? ?????? ????,,,,,,,,,,
Baharan Ke,Purna Das Baul,folk ,1999,??????? ??,,,,,,,,,,
Prem Kinite Prem Bazare,Purna Das Baul,folk ,1999,????? ?????? ????? ?????,,,,,,,,,,
Joyban Joyar,Purna Das Baul,folk ,1999,????? ?????,,,,,,,,,,
Dekhe Ja Bharat Aamar,Purna Das Baul,folk ,1999,???? ?? ???? ????,,,,,,,,,,
Kothay Pabi Bishesh,Purna Das Baul,folk ,1999,?????? ???? ?????,,,,,,,,,,
O Gopal re,Purna Das Baul,folk ,1999,? ????? ??,,,,,,,,,,
Amar Ange Ange Ekha,Purna Das Baul,folk ,1999,???? ????? ????? ????,,,,,,,,,,
Aami ek khepa baul,Purna Das Baul,folk ,1999,??? ?? ???? ????,,,,,,,,,,
Amar Chokhe naire ghum,Purna Das Baul,folk ,1999,???? ???? ????? ???,,,,,,,,,,
Bhalobasha Kemon Shokhi,Purna Das Baul,folk ,1999,???????? ???? ???,,,,,,,,,,
Amai Ar Kiscchu Jani Na Dayal,Purna Das Baul,folk ,1999,??? ?? ????? ???? ?? ?????,,,,,,,,,,
Ore Manush Dekhbi Jadi Bhagoban,Purna Das Baul,folk ,1999,??? ????? ????? ???? ?????,,,,,,,,,,
Amaye Jete Holo Desh Chhere,Purna Das Baul,folk ,1999,????? ???? ??? ??? ????,,,,,,,,,,
Aygo Aye shunbi Jodi,Purna Das Baul,folk ,1999,????? ???? ????? ?????,,,,,,,,,,
Shesher Deene Sejon Bine,Purna Das Baul,folk ,1999,????? ???? ???? ????,,,,,,,,,,
Agun Pani,Purna Das Baul,folk ,1994,???? ????,,,,,,,,,,
Ja Lilite Anga Kushum Tule,Purna Das Baul,folk ,1994,?? ?????? ???? ????? ????,,,,,,,,,,
Kalkatou Mon Heshekeley,Purna Das Baul,folk ,1994,?????? ??? ????????,,,,,,,,,,
Ananda Lahari,Purna Das Baul,folk ,1994,????? ??????,,,,,,,,,,
Hari Bolo Re,Purna Das Baul,folk ,1994,??? ???? ??,,,,,,,,,,
Gour Lila Bazare,Purna Das Baul,folk ,1994,??? ???? ?????,,,,,,,,,,
Tripti,Purna Das Baul,folk ,1994,????????,,,,,,,,,,
Kon Ba Zharir,Purna Das Baul,folk ,1994,?? ?? ?????,,,,,,,,,,
Sonogo Aian dada,Purna Das Baul,folk ,1994,?????? ????? ????,,,,,,,,,,
Chor Poreche Babur Bagane,Purna Das Baul,folk ,1994,??? ??????? ????? ??????,,,,,,,,,,
Deep in soul,Purna Das Baul,folk ,1994,??? ?? ???,,,,,,,,,,
Ami tarei khunje,Swapan Basu,folk ,2003,??? ????? ??????,,,,,,,,,,
Keno Cheye Achho,Swapan Basu,folk ,2003,???? ????? ???,,,,,,,,,,
Je Tomayy Chhare,Swapan Basu,folk ,2003,?? ?????? ????,,,,,,,,,,
Khachar Pakhi,Swapan Basu,folk ,2003,??? ????,,,,,,,,,,
Je tore pagol bole,Swapan Basu,folk ,2003,?? ???? ???? ????,,,,,,,,,,
Amake Ke Nibi Bhai,Swapan Basu,folk ,2003,???? ?? ???? ???,,,,,,,,,,
Kon Aalote Praner,Swapan Basu,folk ,2003,??? ????? ???????,,,,,,,,,,
Sob Dibi Ke,Swapan Basu,folk ,2003,??? ???? ??,,,,,,,,,,
Apni Amar Konkhane,Swapan Basu,folk ,2003,???? ???? ???????,,,,,,,,,,
Mosaheb,Swapan Basu,folk ,2016,???????,,,,,,,,,,
Bilai sorat koriya,Swapan Basu,folk ,2016,????? ????? ???????,,,,,,,,,,
Kamola sundori nache,Swapan Basu,folk ,2016,????? ??????? ????,,,,,,,,,,
Bandhur Bari Opare,Swapan Basu,folk ,2016,?????? ????? ?????,,,,,,,,,,
Bondhu bine pran banche na,Swapan Basu,folk ,2016,????? ???? ????? ???? ??,,,,,,,,,,
Kunje asiben hori,Swapan Basu,folk ,2016,?????? ?????? ????,,,,,,,,,,
Uraiye neel nishan,Swapan Basu,folk ,2016,??????? ??? ?????,,,,,,,,,,
Emon ulta dyaash ba guru,Swapan Basu,folk ,2016,??? ???? ?????? ?? ????,,,,,,,,,,
Jhorirar bijli bati,Swapan Basu,folk ,2016,?????? ????? ????,,,,,,,,,,
Monsuya,Swapan Basu,folk ,2016,???????,,,,,,,,,,
Koilkata Banailo More Boka,Swapan Basu,folk ,2016,?????????? ??????? ??? ????,,,,,,,,,,
Balo palai kotha,Swapan Basu,folk ,2016,???? ????? ????,,,,,,,,,,
Takdum Takdum Bajai,Swapan Basu,folk ,2016,?????? ?????? ?????,,,,,,,,,,
Amar Mon Dukhi,Swapan Basu,folk ,2016,???? ?? ?????,,,,,,,,,,
Chalo Guru,Swapan Basu,folk ,2016,??? ????,,,,,,,,,,
Ahi hamim sange,Swapan Basu,folk ,2016,??? ????? ??????,,,,,,,,,,
Mor gayer jwore re,Swapan Basu,folk ,2016,??? ?????? ????? ??,,,,,,,,,,
Guya gachho tesko,Swapan Basu,folk ,2016,???? ??? ?????,,,,,,,,,,
Haate Gamcha,Swapan Basu,folk ,2016,???? ?????,,,,,,,,,,
Raja Jay sarake,Swapan Basu,folk ,2016,???? ??? ????,,,,,,,,,,
Naodarita moreya,Swapan Basu,folk ,2016,???????? ??????,,,,,,,,,,
Nishithe jaio phoolobone,Swapan Basu,folk ,2016,?????? ???? ???????,,,,,,,,,,
Sadher Bhomra,Swapan Basu,folk ,2016,????? ?????,,,,,,,,,,
Doyani Rakhibay,Swapan Basu,folk ,2016,??????? ???????,,,,,,,,,,
Phire Phire Daak,Swapan Basu,folk ,2003,???? ???? ???,,,,,,,,,,
Tora Je Ja Bolis,Swapan Basu,folk ,2003,???? ?? ?? ????,,,,,,,,,,
O Bhai Kanai,Swapan Basu,folk ,2003,?? ??? ?????,,,,,,,,,,
Gram Chara Oi,Swapan Basu,folk ,2003,????? ?? ??,,,,,,,,,,
Okarone Akale,Swapan Basu,folk ,2003,????? ?????,,,,,,,,,,
Chhi Chhi Chokher Jole,Swapan Basu,folk ,2003,?? ?? ????? ??,,,,,,,,,,
Katabanobiharini,Swapan Basu,folk ,2003,??????????????,,,,,,,,,,
Aaji Bangladesher,Swapan Basu,folk ,2003,??? ?????????,,,,,,,,,,
Ebar Tor Mora Gaange,Swapan Basu,folk ,2003,???? ??? ???? ??????,,,,,,,,,,
Amar Mon Jakhon,Swapan Basu,folk ,2003,??? ?? ???,,,,,,,,,,
Nandalal Debudulal,Swapan Basu,folk ,2002,??????? ????????,,,,,,,,,,
Mor Moton Aar,Swapan Basu,folk ,2002,??? ??? ??,,,,,,,,,,
Nao Chariye de,Swapan Basu,folk ,2002,??? ??????? ??,,,,,,,,,,
Chengra Moke,Swapan Basu,folk ,2002,????? ????,,,,,,,,,,
Hostir Kanya,Swapan Basu,folk ,2002,??????? ?????,,,,,,,,,,
Ranchise Vejal Kuli,Swapan Basu,folk ,2002,??????? ????? ????,,,,,,,,,,
Pari dharo,Swapan Basu,folk ,2002,??? ???,,,,,,,,,,
Kathol Kuthar Dotara,Swapan Basu,folk ,2000,????? ????? ??????,,,,,,,,,,
Chal Dekhe Jabo,Swapan Basu,folk ,2000,?? ???? ????,,,,,,,,,,
Sonar Jayban,Swapan Basu,folk ,2000,????? ?????,,,,,,,,,,
Kothay Pabo Tare,Swapan Basu,folk ,2000,????? ???? ????,,,,,,,,,,
Nabo Nabo Phul Tulite,Swapan Basu,folk ,2000,??? ???? ??? ??????,,,,,,,,,,
Bandhu Bine,Swapan Basu,folk ,2000,????? ????,,,,,,,,,,
Matiro Pinjira,Swapan Basu,folk ,2000,?????? ????????,,,,,,,,,,
Aashate Banchito,Dohar,folk ,2009,????? ????????,,,,,,,,,,
Bandhe Maya,Dohar,folk ,2009,????? ?????,,,,,,,,,,
Ekbar Horibol Mon,Dohar,folk ,2009,????? ??????? ??,,,,,,,,,,
Madhur Prem,Dohar,folk ,2009,???? ?????,,,,,,,,,,
Meye Sarbanashi,Dohar,folk ,2009,????? ????????,,,,,,,,,,
O Kalare,Dohar,folk ,2009,? ??????,,,,,,,,,,
O Ki O Bondhu,Dohar,folk ,2009,? ?? ? ?????,,,,,,,,,,
Piritir Bondhure,Dohar,folk ,2009,??????? ???????,,,,,,,,,,
Pran Sakhire,Dohar,folk ,2009,????? ?????,,,,,,,,,,
Suna Bandhe,Dohar,folk ,2009,???? ?????,,,,,,,,,,
Basanto Bohilo Sokhi,Dohar,folk ,2018,????? ?????? ???,,,,,,,,,,
Raanga Saari,Dohar,folk ,2018,?????? ?????,,,,,,,,,,
Arshinagar,Sahana bajpaie,folk ,2020,???????,,,,,,,,,,
Maya,Sahana bajpaie,folk ,2020,?????,,,,,,,,,,
Ami Apar Hoye,Sahana bajpaie,folk ,2020,??? ???? ???,,,,,,,,,,
Tomra Kunjo sajao Go,Sahana bajpaie,folk ,2020,????? ????? ???? ??,,,,,,,,,,
Emon Manob Samaj,Sahana bajpaie,folk ,2020,??? ???? ????,,,,,,,,,,
Amar Haat Bandhibi,Sahana bajpaie,folk ,2020,???? ??? ????????,,,,,,,,,,
Morile Kandishna,Sahana bajpaie,folk ,2020,????? ??????????,,,,,,,,,,
Ekhono sei Brindabone,Sahana bajpaie,folk ,2020,????? ????? ??????????,,,,,,,,,,
Sokatore Oi,Sahana bajpaie,folk ,2020,???????? ??,,,,,,,,,,
Maharaj Eki Saje,Sahana bajpaie,folk ,2020,?????? ??? ????,,,,,,,,,,
O je mane na mana,Sahana bajpaie,folk ,2020,? ?? ???? ?? ????,,,,,,,,,,
Jakhan Esechile andhokare,Sahana bajpaie,folk ,2020, ??? ????????? ?????,,,,,,,,,,
Aami Kaan Pete Roi,Sahana bajpaie,folk ,2020,??? ??? ???? ??,,,,,,,,,,
Kar Milono Chao Birohi,Sahana bajpaie,folk ,2020,?? ????? ??? ???????,,,,,,,,,,
Aami Bahu Basanay,Sahana bajpaie,folk ,2020,??? ??? ???????,,,,,,,,,,
Aaji Jhorer raate Tomar,Sahana bajpaie,folk ,2020,??? ????? ???? ?????,,,,,,,,,,
Tomay Gaan Shonabo,Sahana bajpaie,folk ,2020,????? ??? ??????,,,,,,,,,,
Eai Je Tomar Prrem,Sahana bajpaie,folk ,2020,?? ?? ????? ?????,,,,,,,,,,
Ki gabo aami ki shonabo,Sahana bajpaie,folk ,2020,?? ???? ??? ?? ??????,,,,,,,,,,
Tomra Ja bolo Tai balo,Sahana bajpaie,folk ,2020,????? ?? ???? ??? ???,,,,,,,,,,
Oi Je Jharer Meghe,Sahana bajpaie,folk ,2017,?? ?? ????? ????,,,,,,,,,,
Mor Bhabonare,Sahana bajpaie,folk ,2017,??? ???????,,,,,,,,,,
Eto Din Je Boshe Chhilem,Sahana bajpaie,folk ,2017,?? ??? ?? ??? ?????,,,,,,,,,,
Tomar Khola hawa,Sahana bajpaie,folk ,2017,????? ???? ??????,,,,,,,,,,
Amar nishitho rater badol dhara,Sahana bajpaie,folk ,2017,???? ?????? ????? ???? ????,,,,,,,,,,
Tomarei koriachhi jiboner dhrubotara,Sahana bajpaie,folk ,2017,??????? ????????? ????? ????????,,,,,,,,,,
Tumi Kon pathe je ele,Sahana bajpaie,folk ,2017,???? ??? ??? ?? ???,,,,,,,,,,
Dhorno Bujhey,Anusheh Anadil,folk ,2017,????? ????,,,,,,,,,,
Ghatey Lagaiya Dinga,Anusheh Anadil,folk ,2017,???? ???????? ??????,,,,,,,,,,
Kala Rey,Anusheh Anadil,folk ,2017,???? ??,,,,,,,,,,
